min_area,latitude_formatada,longitude_formatada,quant_quartos,quant_vagas,quant_suites,price
59,0.65779023568,0.44721364569,2,1,1,504000.00
117,0.58522951366,0.28092785520,4,2,1,1300000.00
222,0.68375932488,0.35741642153,3,2,2,2380000.00
512,0.72781250336,0.35060560833,4,6,4,5700000.00
106,0.71297572040,0.59712299122,3,2,1,855000.00
222,0.59471898370,0.33371073450,3,3,2,1650000.00
80,0.66037426893,0.40515379550,2,1,0,650000.00
140,0.60666127495,0.18971434504,2,3,0,662000.00
116,0.61075355615,0.36096614987,3,1,0,885000.00
94,0.69491020032,0.48711116748,3,2,1,760000.00
214,0.57112045880,0.24325086832,3,4,3,2300000.00
124,0.68570049584,0.34553860134,2,2,1,1250000.00
60,0.61316310041,0.48563624059,2,1,1,420000.00
70,0.68067484427,0.15847026342,3,1,1,530000.00
224,0.70594474975,0.57012342386,3,2,1,2000000.00
98,0.62323481432,0.33295709051,2,1,1,1300000.00
160,0.67618232796,0.36267564032,3,1,1,1600000.00
131,0.58614784452,0.18860603228,3,2,3,810000.00
62,0.81098881705,0.39975362140,2,1,0,370000.00
65,0.64000923856,0.53128795368,3,1,1,435000.00
80,0.69879223532,0.39940351359,2,1,0,500000.00
78,0.73492296855,0.17937356764,2,2,1,600000.00
46,0.63336545854,0.34109427370,1,1,0,670000.00
117,0.68641732797,0.15040801026,2,2,1,1200000.00
130,0.71168692652,0.36577578852,3,1,1,1590000.00
210,0.64898352867,0.31440419990,2,3,2,3510000.00
143,0.58061115655,0.20308055781,3,2,3,700000.00
115,0.59451978693,0.32281373743,3,1,1,1050000.00
169,0.73513597712,0.27831703261,4,3,3,1750000.00
70,0.69868051325,0.18764497330,3,2,1,555000.00
180,0.63809891393,0.42773900722,3,3,3,1800000.00
400,0.68263535175,0.35588632877,4,4,4,11000000.00
296,0.62430599570,0.21257929551,4,4,2,1499000.00
64,0.60785476745,0.31211177561,2,1,1,928400.00
178,0.59544180094,0.28177923400,3,4,3,2280000.00
130,0.78132829561,0.39872566838,3,2,3,1100000.00
110,0.54113351862,0.32174799361,3,0,1,668000.00
50,0.88095783259,0.18331097740,2,1,0,190000.00
77,0.53352644268,0.12447049451,3,1,1,510000.00
54,0.60439353178,0.18021973392,2,1,1,299500.00
196,0.73090342947,0.34360670991,4,3,2,1860000.00
156,0.71686374051,0.33609915609,3,2,1,1200000.00
93,0.69438842142,0.31384124739,2,2,2,900000.00
52,0.53352644268,0.12447049451,2,1,0,290000.00
202,0.66037426893,0.40515379550,4,3,2,2100000.00
143,0.62620465703,0.33371898766,4,2,2,1170000.00
100,0.68773696819,0.33319903846,3,2,1,1199000.00
80,0.65700756733,0.32480014317,2,1,1,800000.00
69,0.57154340663,0.18149919119,2,1,0,285000.00
100,0.64445034430,0.31470153092,2,2,2,1750000.00
53,0.68262215381,0.42014501240,2,0,0,320000.00
41,0.64810310351,0.40169420037,1,1,1,551473.00
60,0.68834775643,0.84445244181,3,1,0,380000.00
150,0.66403792412,0.28821148771,2,1,1,1690000.00
98,0.58219629015,0.41361632701,3,1,0,615000.00
76,0.59911451052,0.19170748362,2,2,0,573000.00
105,0.56256420566,0.23944833260,3,2,1,920000.00
103,0.68368320655,0.31203858310,3,1,1,750000.00
138,0.70544599051,0.38915916787,2,0,0,800000.00
62,0.60109174561,0.41359308785,2,1,0,429000.00
205,0.65242358625,0.40349121777,4,4,2,1580000.00
352,0.71017023804,0.36508447763,3,2,3,3600000.00
33,0.62462336004,0.78889389388,1,0,1,169000.00
69,0.69764508906,0.31796087828,2,1,0,750000.00
120,0.72826092628,0.30888218307,3,2,1,1300000.00
70,0.68283500891,0.36334371205,1,1,1,960000.00
105,0.60087981130,0.36156320098,3,1,1,1150000.00
60,0.55402268510,0.26160676898,2,2,1,645000.00
43,0.64896925648,0.32342490578,1,0,0,640000.00
84,0.61957990660,0.30775823275,3,0,1,1250000.00
76,0.53330836979,0.29388336458,3,2,1,550000.00
52,0.75235959160,0.21036440750,2,1,0,508000.00
93,0.70266322088,0.38151478532,2,0,0,950000.00
160,0.54736862298,0.24477661732,4,2,2,1100000.00
55,0.64155201598,0.31493088194,1,1,1,975170.00
62,0.78504658411,0.43819554607,2,1,0,425000.00
110,0.68263535175,0.35588632877,3,1,0,1150000.00
54,0.70650412742,0.79369984032,2,1,0,215000.00
65,0.75905907918,0.28943925412,2,1,1,560000.00
61,0.56751757551,0.40752940297,2,1,0,415000.00
314,0.69876629984,0.55011102675,4,4,4,1600000.00
95,0.59827444649,0.31783295427,3,2,1,795000.00
65,0.63152680179,0.31874384271,2,1,0,750000.00
55,0.53895785408,0.38102089874,2,1,0,385000.00
103,0.59698273679,0.19032030087,2,2,2,665000.00
82,0.49654689795,0.32192283033,3,2,1,450000.00
81,0.62703750823,0.40995018565,3,1,1,630000.00
57,0.73269773502,0.36602055993,2,1,0,370000.00
123,0.66853074736,0.36269106070,3,1,1,1230000.00
45,0.69329713620,0.38546153418,1,1,0,560000.00
45,0.66315028613,0.23436547086,1,0,0,450000.00
76,0.53772691627,0.28443371147,2,1,0,430000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
45,0.61308498704,0.21649281454,1,1,0,247000.00
246,0.62620465703,0.33371898766,4,4,4,3750000.00
78,0.51837966167,0.31336842809,2,2,1,539000.00
56,0.67802681637,0.51556828666,2,1,1,388000.00
55,0.65593807405,0.13261223866,2,1,0,297000.00
56,0.61487990645,0.36307743898,2,1,2,750000.00
170,0.72546188942,0.32993925673,3,2,3,1220000.00
83,0.79822349632,0.40380005977,3,2,1,560000.00
64,0.52185731803,0.37716580341,2,1,1,493000.00
76,0.72730898672,0.26265231427,2,2,1,760000.00
72,0.63880162734,0.32906659346,2,2,1,950000.00
199,0.57845620971,0.20095754052,4,3,3,1600000.00
530,0.68804282270,0.35124870338,4,6,4,9900000.00
67,0.61556405066,0.45123554176,3,1,0,600000.00
210,0.69329713620,0.38546153418,3,2,1,2500000.00
80,0.63977060144,0.22676604632,3,1,0,550000.00
238,0.61506529142,0.35333610176,4,3,2,1980000.00
350,0.76591049650,0.37718600194,3,4,3,2850000.00
109,0.64004852544,0.33830731126,3,2,1,1550000.00
110,0.72502543672,0.33273664421,3,1,1,880000.00
70,0.75235959160,0.21036440750,2,2,1,580000.00
130,0.54742310283,0.23348042784,4,2,1,890000.00
70,0.75235959160,0.21036440750,3,1,1,550000.00
76,0.62798146764,0.30839785279,2,1,1,730000.00
65,0.63152680179,0.31874384271,2,1,0,734000.00
94,0.56373467850,0.49836652552,3,1,0,460000.00
475,0.65275153963,0.29916147876,4,3,4,8000000.00
49,0.64681430963,0.51994485150,2,1,0,398000.00
210,0.62101357086,0.34475867755,3,3,3,2400000.00
58,0.61580606399,0.42425812763,2,1,1,510000.00
130,0.70813499341,0.29693377663,3,1,0,840000.00
115,0.56256374527,0.25096561993,4,3,2,1150000.00
132,0.55417660988,0.35070899004,2,2,2,880000.00
254,0.69671325334,0.14411019622,4,2,4,2200000.00
104,0.64191342460,0.61142810975,3,2,2,770000.00
59,0.71565689661,0.37425482636,1,0,0,430000.00
220,0.80133161044,0.43725294812,4,3,2,1330000.00
88,0.66210504023,0.45849289446,3,2,2,780000.00
82,0.61768922542,0.44953625918,2,2,1,690000.00
134,0.67783299085,0.35305462551,3,1,1,1050000.00
135,0.09696631610,0.97635881794,3,1,0,1060000.00
197,0.58423874761,0.20355576618,4,3,3,880000.00
49,0.76712363244,0.88348077535,2,1,0,190000.00
85,0.71720949576,0.31607959176,2,1,1,750000.00
77,0.59331447768,0.40786778261,3,2,1,850000.00
56,0.72032052571,0.84216197221,2,1,0,200000.00
56,0.72877426464,0.91146333772,3,1,0,200000.00
134,0.62406797244,0.34692491534,1,2,1,1500000.00
51,0.66658451207,0.38814489772,1,0,0,420000.00
69,0.62806479880,0.29640970085,2,1,1,969600.00
93,0.73459025777,0.29727345940,3,2,1,849000.00
151,0.74728375718,0.24853940754,3,3,3,1600000.00
171,0.71071841281,0.59205533267,3,3,3,1650000.00
161,0.32683432139,0.38919891336,3,1,0,600000.00
248,0.82710058209,0.52724629346,3,2,1,650000.00
60,0.71573132684,0.29998918401,2,2,1,722000.00
52,0.56497942810,0.33108992124,2,1,0,550000.00
94,0.66934180661,0.40902322527,3,2,1,1200000.00
390,0.71228114061,0.36376245141,4,3,1,3500000.00
350,0.76591049650,0.37718600194,4,4,2,2800000.00
64,0.52185731803,0.37716580341,2,1,1,460000.00
82,0.61768922542,0.44953625918,3,2,1,690000.00
587,0.67444511116,0.37377570860,4,8,4,12500000.00
239,0.71228114061,0.36376245141,3,1,1,2300000.00
65,0.72502543672,0.33273664421,2,1,0,460000.00
77,0.74413344035,0.30800148383,3,2,1,750000.00
54,0.71690149275,0.48848966270,1,1,1,540000.00
97,0.67783299085,0.35305462551,3,1,1,1090000.00
65,0.75905907918,0.28943925412,3,1,1,539999.00
44,0.75226904762,0.64454413878,2,1,0,233000.00
84,0.69291976729,0.48016526305,3,2,1,640000.00
143,0.69839123289,0.29833855165,4,2,1,1500000.00
297,0.69461002399,0.56909221301,4,6,4,3200000.00
45,0.71427847954,0.38472287620,1,0,0,330000.00
155,0.58403863005,0.33011995754,3,3,3,1850000.00
240,0.69268312521,0.57457665624,3,4,3,1800000.00
98,0.69131360907,0.15082653244,2,2,1,850000.00
85,0.68263535175,0.35588632877,2,1,1,780000.00
220,0.60977015640,0.30869713850,3,3,3,1750000.00
60,0.69491020032,0.48711116748,2,2,1,525000.00
48,0.70140404563,0.84475694004,2,1,0,117000.00
350,0.67783299085,0.35305462551,3,2,3,3500000.00
94,0.62913659404,0.32724003843,2,2,1,1050000.00
200,0.71874337226,0.36001747064,4,3,1,1800000.00
109,0.57765804146,0.18486734997,2,2,2,755000.00
84,0.63707100950,0.39618955862,3,2,1,1150000.00
105,0.70712703935,0.60294994066,2,2,0,550000.00
64,0.74903785506,0.21831524298,3,1,1,545000.00
83,0.78315651679,0.41556298726,3,2,1,850000.00
59,0.78765609246,0.47074840540,2,2,0,415000.00
60,0.61028687097,0.30235089143,2,1,0,470000.00
160,0.64229631824,0.43306837788,4,3,2,1750000.00
42,0.69697245468,0.37289088278,1,1,0,385000.00
116,0.55677783115,0.34756344944,3,2,1,1200000.00
121,0.73254764685,0.30203227594,4,3,2,1380000.00
54,0.72588115411,0.52712271322,2,1,0,288000.00
54,0.62207017312,0.42203259738,2,1,0,530000.00
136,0.61414496552,0.29066484865,3,3,2,1280000.00
195,0.62336510558,0.34438228993,3,3,3,2900000.00
56,0.59964841310,0.17899935191,2,1,0,370000.00
68,0.55255280326,0.35415316478,2,1,1,502000.00
68,0.72730898672,0.26265231427,2,1,1,700000.00
146,0.71948844183,0.36536204449,3,1,0,890000.00
67,0.72431505010,0.63186293844,2,1,0,310000.00
92,0.72951120060,0.26126708622,3,2,1,795000.00
55,0.64974686050,0.07682564283,2,1,0,269000.00
470,0.58614784452,0.18860603228,4,5,0,3500000.00
65,0.67718445037,0.67949063223,3,1,0,345000.00
98,0.62789199791,0.41411542612,3,1,1,690000.00
178,0.65122196014,0.41462712215,3,3,3,1950000.00
180,0.63569596864,0.39348165279,3,1,1,1016000.00
347,0.58122762297,0.22997544033,4,5,4,3100000.00
190,0.59292099500,0.32558506230,4,3,4,2700000.00
158,0.62430599570,0.21257929551,3,2,2,948000.00
122,0.81174263409,0.40748618247,3,2,1,1150000.00
115,0.59591140194,0.31774282105,3,3,1,1000000.00
73,0.59292099500,0.32558506230,2,2,0,959000.00
60,0.63044656600,0.61746356012,3,1,1,230000.00
145,0.65500807990,0.32270058224,4,2,1,1650000.00
73,0.62186268928,0.44445491776,3,2,1,610000.00
75,0.69950308233,0.59402392896,3,1,1,530000.00
50,0.60386622817,0.41295498812,2,1,1,500000.00
110,0.62808889271,0.21941942916,3,3,3,1100000.00
62,0.80050612553,0.32832532921,2,1,1,405000.00
117,0.58522951366,0.28092785520,3,2,1,1230000.00
50,0.63732929006,0.52976676565,2,1,0,295000.00
225,0.79797641866,0.42705334323,3,4,3,2345000.00
70,0.60109174561,0.41359308785,2,1,0,496000.00
87,0.53605722380,0.25477988383,3,1,1,477000.00
46,0.73233970262,0.82184420810,2,1,0,200000.00
140,0.62913659404,0.32724003843,2,2,1,1100000.00
350,0.76591049650,0.37718600194,4,4,2,2990000.00
64,0.64000923856,0.53128795368,2,1,1,410000.00
170,0.65063572620,0.38934964216,3,3,1,1300000.00
112,0.69054567330,0.54886045554,3,2,1,1000000.00
120,0.72822562947,0.37613415819,4,2,2,990000.00
50,0.73524739226,0.85282179947,2,1,0,230000.00
51,0.69021603181,0.87237658048,3,1,0,250000.00
300,0.61804925286,0.26419565554,3,4,3,4200000.00
110,0.67837824980,0.35914676207,2,1,1,1250000.00
177,0.73834138766,0.27968922936,3,3,3,1650000.00
75,0.72984191634,0.30454036839,2,1,0,805000.00
55,0.65646998160,0.15250843994,2,1,0,274999.00
49,0.68834775643,0.84445244181,2,1,0,200000.00
212,0.59911451052,0.19170748362,4,4,2,1620000.00
44,0.64390738731,0.42451527877,1,1,0,618000.00
115,0.60185262202,0.31004414138,2,1,2,850000.00
50,0.78528813705,0.26039485732,2,1,0,320000.00
84,0.71806475276,0.37733933700,2,0,1,400000.00
136,0.71228114061,0.36376245141,3,1,1,1250000.00
450,0.67444511116,0.37377570860,3,3,3,4950000.00
57,0.66133955989,0.18247284710,3,1,0,399000.00
90,0.68940773491,0.31588477370,2,1,0,710000.00
262,0.71064306180,0.26086072659,3,5,3,3950000.00
166,0.66917729280,0.16782174734,3,3,1,790000.00
96,0.73185352746,0.30045114389,2,1,0,600000.00
250,0.67783299085,0.35305462551,4,1,1,1990000.00
151,0.59591140194,0.31774282105,3,2,3,1500000.00
170,0.55165871977,0.27254915844,3,3,1,990000.00
142,0.63914001630,0.33487986003,3,2,3,2500000.00
152,0.62440298519,0.33772915555,4,2,2,1590000.00
184,0.63542003969,0.42532300269,4,3,2,2000000.00
47,0.57902985956,0.45142710199,2,1,0,195000.00
50,0.69827797617,0.16767319043,2,1,0,330000.00
218,0.79020129923,0.42721949240,4,3,2,1400000.00
37,0.59471898370,0.33371073450,1,1,0,450000.00
130,0.59331447768,0.40786778261,3,2,3,1070000.00
360,0.79142210839,0.42935032848,4,4,2,2750000.00
45,0.55409113022,0.27496733485,1,1,0,450000.00
352,0.71017023804,0.36508447763,4,3,3,4200000.00
45,0.81301654193,0.38487925190,2,1,0,245000.00
300,0.69679535678,0.55368355988,3,0,3,1500000.00
62,0.73151268306,0.78195537385,2,0,0,240000.00
310,0.71017023804,0.36508447763,4,2,1,3799000.00
67,0.67439492831,0.17775399323,3,0,1,425000.00
225,0.60863912390,0.36458885354,4,4,2,2300000.00
108,0.73185352746,0.30045114389,3,2,1,850000.00
92,0.62559647769,0.33291473876,3,1,1,980000.00
55,0.77889158816,0.31543084980,2,1,0,315000.00
74,0.72588115411,0.52712271322,3,2,1,585000.00
170,0.68528138462,0.14513771486,2,3,2,950000.00
110,0.65290239512,0.38216787105,3,3,1,1290000.00
85,0.61087371876,0.25350368439,3,1,0,450000.00
95,0.59698764765,0.32779560654,3,1,0,750000.00
270,0.59451978693,0.32281373743,4,4,4,2300000.00
85,0.61346956878,0.18225891646,2,2,2,610000.00
96,0.67542789706,0.36964500110,2,2,2,1791400.00
168,0.65929387969,0.33004003218,4,2,3,2490000.00
82,0.79900585774,0.48028493390,3,2,1,590000.00
244,0.69865411737,0.29501817433,4,3,3,2050000.00
70,0.72264796652,0.54697895183,3,1,1,530000.00
220,0.68253652069,0.35608527341,3,1,1,2000000.00
85,0.64086188666,0.34145241748,2,1,1,1070000.00
62,0.73878536011,0.54429515392,3,1,1,298000.00
69,0.73878536011,0.54429515392,3,1,1,298000.00
70,0.59827014949,0.20543748708,2,1,1,373000.00
160,0.60412036518,0.36331287128,4,3,3,2240000.00
67,0.60185262202,0.31004414138,3,1,1,550000.00
47,0.59541985553,0.33622490822,1,1,0,500000.00
181,0.61795303069,0.34643928192,4,3,2,2280000.00
173,0.62974016946,0.22180893670,4,3,3,1600000.00
40,0.69569639834,0.37776068263,1,1,0,320000.00
56,0.71964651014,0.82311671535,2,1,0,210000.00
112,0.55562070971,0.34965063063,2,2,2,980000.00
62,0.49629061243,0.32244495141,2,1,0,340000.00
350,0.70636155901,0.36416555321,3,3,3,4000000.00
37,0.67542789706,0.36964500110,1,1,0,710000.00
98,0.55455397879,0.26557328200,3,2,1,850000.00
87,0.56056824791,0.27432380542,2,1,1,480000.00
129,0.77711677258,0.43072035334,4,3,3,1280000.00
55,0.62879973972,0.31635194610,2,1,0,540000.00
63,0.55354341584,0.34435687888,2,1,0,480000.00
127,0.50464076290,0.30590170571,3,2,1,855000.00
133,0.65246977903,0.31747394173,3,1,1,1200000.00
70,0.66917729280,0.16782174734,2,1,1,394900.00
100,0.71017023804,0.36508447763,2,1,0,1100000.00
68,0.69333089837,0.37464728593,2,0,0,580000.00
211,0.61054868120,0.26102470389,4,4,4,1700000.00
74,0.65765518702,0.53449300393,3,1,0,420000.00
146,0.72139216748,0.32636498609,4,2,1,1250000.00
101,0.62926519719,0.30972357120,2,1,0,905000.00
379,0.53813958199,0.64967304448,4,1,1,1990000.00
300,0.80839127893,0.45182651159,3,4,3,2500000.00
63,0.75018085777,0.51347545857,2,1,1,400000.00
247,0.66819327918,0.43435348205,3,4,2,2200000.00
130,0.60992607621,0.20201394524,3,3,3,550000.00
72,0.73459025777,0.29727345940,3,2,1,690000.00
138,0.61041486026,0.30574663314,4,2,1,1280000.00
36,0.60496549353,0.30089572868,1,0,0,450000.00
128,0.58771793861,0.18291265375,3,2,1,850000.00
138,0.67783299085,0.35305462551,3,1,1,1300000.00
205,0.79298637083,0.42551564886,4,4,4,1700000.00
82,0.78686912711,0.46608167676,3,1,1,499900.00
120,0.72826092628,0.30888218307,3,2,1,1280000.00
125,0.80133161044,0.43725294812,3,3,3,910000.00
131,0.60496549353,0.30089572868,3,2,3,1450000.00
128,0.69177369528,0.37713800329,3,1,1,750000.00
90,0.80593753693,0.44932667231,3,2,1,650000.00
115,0.58826396488,0.20478765918,3,2,1,499000.00
72,0.78999918664,0.40625494104,3,1,1,510000.00
42,0.71863149672,0.39308680415,1,1,0,415000.00
205,0.60647711769,0.29451798929,4,4,3,2200000.00
116,0.60333969187,0.41705376891,2,2,2,795000.00
130,0.60695853546,0.32286521110,3,2,1,950000.00
55,0.62789261176,0.48851377062,2,1,1,450000.00
42,0.77380823398,0.42822268594,1,0,0,299000.00
63,0.70537202068,0.60444680359,3,1,0,400000.00
60,0.60408675648,0.31069201459,2,1,0,600000.00
84,0.59994352511,0.18052835873,3,2,1,650000.00
74,0.60185262202,0.31004414138,2,1,1,830000.00
186,0.58614784452,0.18860603228,3,3,3,720000.00
53,0.60351019080,0.36052699479,1,1,0,460000.00
50,0.67760923978,0.75803467023,2,1,0,220000.00
91,0.69927073726,0.32829709471,1,2,1,780000.00
160,0.72121261416,0.33634631657,3,2,1,1400000.00
53,0.61600157761,0.46640246413,2,1,1,389000.00
55,0.63006152387,0.31786488097,1,1,1,665000.00
455,0.68673653388,0.33732887721,3,3,3,5700000.00
75,0.69438842142,0.31384124739,2,2,1,790000.00
200,0.60039716582,0.41910098743,3,3,2,1340000.00
294,0.78285526621,0.43387284397,3,3,3,1800000.00
89,0.53790907849,0.32150756598,3,1,1,510000.00
45,0.63811809698,0.31401326066,1,1,0,1036000.00
130,0.69310637997,0.36077719591,3,0,0,1000000.00
300,0.69679535678,0.55368355988,4,5,3,1400000.00
125,0.62559647769,0.33291473876,3,1,1,1100000.00
61,0.69787421138,0.42754353760,1,0,0,200000.00
127,0.58345577233,0.19822987054,3,4,3,1060000.00
128,0.62147672636,0.29232786076,4,2,2,1490000.00
125,0.77885659828,0.39470703013,3,3,3,750000.00
110,0.71228114061,0.36376245141,3,1,0,1000000.00
270,0.69783323639,0.27446128572,4,4,4,2750000.00
240,0.70640483597,0.35793050664,4,4,2,2700000.00
73,0.81942490758,0.43138364692,3,2,1,440000.00
250,0.68381150277,0.27440568547,4,4,4,2900000.00
70,0.72233888926,0.30024633516,3,1,0,580000.00
164,0.63530386715,0.43452310625,4,4,3,1995000.00
48,0.59756973805,0.50595118124,2,1,0,250000.00
138,0.59244387424,0.32664928580,3,2,3,1600000.00
68,0.74323245096,0.28325416090,2,1,1,655000.00
46,0.75226904762,0.64454413878,2,1,0,245000.00
106,0.72046355451,0.23601545166,3,2,1,1150000.00
182,0.09696631610,0.97635881794,3,2,1,1400000.00
95,0.73041157613,0.37716710655,3,2,1,848000.00
77,0.57557813869,0.26732838202,2,1,1,994700.00
98,0.73363033807,0.56479340164,2,0,0,380000.00
187,0.72546188942,0.32993925673,3,2,1,1600000.00
80,0.79202982734,0.39945259818,3,2,1,700000.00
70,0.59564299274,0.47444017500,3,2,0,440000.00
70,0.53772400045,0.28307650073,3,1,0,430000.00
311,0.63160245973,0.33783601228,4,4,4,5750000.00
108,0.60874117772,0.41989958943,3,3,1,957000.00
120,0.71168692652,0.36577578852,2,1,0,1000000.00
88,0.67051642299,0.60169893508,3,2,1,545000.00
196,0.58423874761,0.20355576618,3,5,2,851600.00
70,0.65207215281,0.13506994337,3,1,0,365000.00
54,0.62879973972,0.31635194610,1,1,0,590000.00
103,0.78285526621,0.43387284397,3,2,1,650000.00
58,0.64645121291,0.61345795318,2,1,0,255000.00
40,0.66037426893,0.40515379550,1,1,0,400000.00
77,0.53955989485,0.27253938496,3,0,1,630000.00
82,0.61969976228,0.44641873589,2,2,1,740000.00
127,0.58345577233,0.19822987054,3,3,3,1000000.00
230,0.55516108389,0.34228229462,3,3,1,1000000.00
167,0.63530386715,0.43452310625,3,4,3,1980000.00
92,0.72884946218,0.53484050548,2,2,2,890000.00
65,0.74202622092,0.60786535010,2,0,0,271000.00
140,0.58219629015,0.41361632701,3,2,1,850000.00
304,0.61957775810,0.36609896497,3,3,3,2950000.00
180,0.58311799723,0.33833250512,3,3,3,1170000.00
230,0.68283132576,0.30511222563,3,3,1,2500000.00
125,0.67444511116,0.37377570860,3,2,1,1300000.00
50,0.80166723704,0.40169333162,2,1,0,380000.00
55,0.83992759550,0.22583930312,2,1,0,400000.00
200,0.63291933759,0.42345539904,4,3,3,2700000.00
91,0.74503442973,0.24788414993,3,2,1,802500.00
78,0.79262557607,0.40990283857,3,2,1,530000.00
56,0.68282334562,0.53947422147,2,1,1,425000.00
95,0.72305971146,0.33482730042,3,1,1,780000.00
50,0.77366673982,0.30937476652,2,0,0,298000.00
48,0.61308498704,0.21649281454,2,1,0,245000.00
70,0.64867736723,0.18466775377,3,1,1,440000.00
93,0.69438842142,0.31384124739,3,2,1,890000.00
48,0.69498555133,0.83758255334,2,0,0,165000.00
40,0.69865411737,0.29501817433,1,1,1,490000.00
60,0.68604640456,0.29600877094,2,1,1,916630.00
220,0.58100955009,0.22394064152,4,4,4,1100000.00
65,0.58212446882,0.27701129554,1,1,1,720000.00
89,0.63214863946,0.54888217439,3,2,1,510000.00
275,0.67542789706,0.36964500110,3,2,2,1980000.00
82,0.70975880003,0.16574564276,3,2,1,583000.00
58,0.74992963658,0.48504027543,2,1,1,279000.00
84,0.65306598815,0.60940347884,3,1,1,370000.00
64,0.51841956241,0.30547493037,2,1,0,400000.00
67,0.59982443675,0.49938622539,2,1,1,368500.00
97,0.62614756828,0.38627794564,3,2,1,850000.00
79,0.61607017619,0.36477520125,3,2,1,900000.00
96,0.72779424110,0.21498444062,3,2,2,805000.00
70,0.71565689661,0.37425482636,1,1,0,490000.00
80,0.73334428046,0.32687364149,2,0,0,450000.00
60,0.54472090200,0.37084388145,2,1,0,400000.00
63,0.77139608083,0.34850821928,2,0,1,425000.00
116,0.68835420193,0.31374459852,3,1,1,900000.00
134,0.67461653088,0.43016521961,3,2,3,1490000.00
108,0.74728375718,0.24853940754,3,2,1,1040000.00
94,0.73492296855,0.17937356764,3,2,1,765000.00
58,0.66055121337,0.50497991441,2,1,0,320000.00
72,0.72951120060,0.26126708622,3,0,0,650000.00
98,0.62672490128,0.38517158758,3,2,1,1300000.00
57,0.62879973972,0.31635194610,2,1,1,700000.00
125,0.72139216748,0.32636498609,2,2,2,1299000.00
60,0.71933144777,0.26653651286,2,1,0,450000.00
117,0.55871393779,0.34041382222,3,3,3,970000.00
58,0.68083015023,0.52840933771,3,1,0,320000.00
75,0.55409113022,0.27496733485,2,2,1,900000.00
133,0.62798146764,0.30839785279,3,3,3,1750000.00
170,0.72088849738,0.30808314670,4,3,3,1300000.00
306,0.61957775810,0.36609896497,4,5,4,5600000.00
93,0.75151139396,0.34740989719,3,2,1,850000.00
57,0.69887418530,0.17392474333,3,2,0,415000.00
98,0.60109174561,0.41359308785,3,2,1,950000.00
152,0.68283500891,0.36334371205,4,3,4,2400000.00
63,0.59752369874,0.29532745071,2,1,1,624000.00
129,0.66447268871,0.52069002514,3,2,1,640000.00
70,0.61832610260,0.28814828586,2,1,0,750000.00
150,0.63130105568,0.39046685965,3,1,1,1240000.00
50,0.68613295847,0.38327140566,1,1,0,490000.00
222,0.69039988214,0.57906919972,4,5,4,2480000.00
70,0.63144270331,0.42720689547,3,1,0,497000.00
110,0.67444511116,0.37377570860,3,1,1,1350000.00
72,0.68245272913,0.31411403611,2,1,0,680000.00
120,0.74577980624,0.21375319919,3,3,3,1190000.00
51,0.61873078818,0.28399129856,1,1,1,650000.00
79,0.80764973903,0.42951343702,3,1,0,630000.00
146,0.73834138766,0.27968922936,3,3,3,1650000.00
150,0.69424508569,0.31989450722,3,2,3,2250000.00
77,0.63553759340,0.32488853888,2,2,1,800000.00
63,0.70392009417,0.38465120401,2,1,1,599992.00
71,0.61507787550,0.43793948087,2,2,1,636000.00
120,0.67631660930,0.50901223553,2,1,1,490000.00
117,0.72804039796,0.24000954761,3,2,1,815000.00
128,0.63701115840,0.30304285389,3,3,3,2100000.00
64,0.64929183861,0.43137430782,2,1,1,650000.00
55,0.65327899671,0.23469364263,2,2,0,450000.00
317,0.71915726569,0.31231050306,4,4,4,4200000.00
112,0.72952946286,0.24369697344,3,2,1,1000000.00
97,0.57259325647,0.20218508975,2,2,2,660000.00
158,0.59807755169,0.19541315328,4,3,3,780000.00
85,0.71915726569,0.31231050306,2,1,0,680000.00
120,0.71340127713,0.36569260534,2,1,1,1090000.00
50,0.79708862722,0.48375886346,2,1,1,378000.00
120,0.62101357086,0.34475867755,3,2,2,1280000.00
180,0.53790907849,0.32150756598,4,4,1,1100000.00
96,0.71888501988,0.59124456812,2,3,1,850000.00
71,0.68622718560,0.30881029369,2,0,0,620000.00
60,0.60109174561,0.41359308785,2,2,1,579000.00
113,0.68263535175,0.35588632877,3,1,0,1170000.00
103,0.73834138766,0.27968922936,3,2,1,1065000.00
120,0.73132254069,0.32913348751,3,2,1,980000.00
157,0.67258389514,0.41207168262,3,3,3,1900000.00
212,0.68375380016,0.36182208963,3,2,1,2230000.00
51,0.55091595216,0.49056989386,2,1,0,224980.00
69,0.48148789857,0.32596427337,2,1,0,265000.00
140,0.71942306600,0.31259197932,3,2,1,1500000.00
53,0.60045655654,0.20403032299,2,2,0,260000.00
400,0.62153918636,0.36650445584,4,5,4,6000000.00
128,0.73771279755,0.33378197231,4,2,1,1272000.00
95,0.77059714526,0.39714801134,3,1,1,744000.00
222,0.58627307145,0.32981437336,3,4,3,2900000.00
80,0.62692194955,0.40666195223,3,1,1,670000.00
620,0.62153918636,0.36650445584,4,5,4,6200000.00
60,0.74238363947,0.29761878906,2,1,1,595000.00
